aic_code,ean_code,name,active_ingredient,form,dosage,atc_code,manufacturer,package_desc,is_otc,requires_prescription
000000514,7010822078111,CLARITIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Servier Italia S.p.A.,30 compresse,true,false
000000515,9956353153133,LORATADINA EG 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Almirall S.p.A.,7 compresse,true,false
000000516,6317970623974,LORATADINA EG 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,MSD Italia S.r.l.,10 compresse,true,false
000000517,2735435209046,LORATADINA EG 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,GSK S.p.A.,30 compresse,true,false
000000518,7762534929297,LORATADINA TEVA 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Amgen S.r.l.,7 compresse,true,false
000000519,1687397740635,LORATADINA TEVA 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Servier Italia S.p.A.,10 compresse,true,false
000000520,9392906007803,LORATADINA TEVA 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Pierre Fabre Italia S.p.A.,30 compresse,true,false
000000521,7177318063256,LORATADINA SANDOZ 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Dompé Farmaceutici S.p.A.,7 compresse,true,false
000000522,1074279907727,LORATADINA SANDOZ 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Viatris Italia S.r.l.,10 compresse,true,false
000000523,5701658046499,LORATADINA SANDOZ 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Biogen Italia S.r.l.,30 compresse,true,false
000000524,3195085016576,LORATADINA MYLAN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Astellas Pharma S.p.A.,7 compresse,true,false
000000525,,LORATADINA MYLAN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Aurobindo Pharma S.r.l.,10 compresse,true,false
000000526,8183253817938,LORATADINA MYLAN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Boehringer Ingelheim Italia S.p.A.,30 compresse,true,false
000000527,4864015577881,FRISTAMIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Bayer S.p.A.,7 compresse,true,false
000000528,8847951371160,FRISTAMIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,MSD Italia S.r.l.,10 compresse,true,false
000000529,1124127238043,FRISTAMIN 10 mg COMPRESSE,loratadina,compressa,10 mg,R06AX13,Almirall S.p.A.,30 compresse,true,false
000000530,8275670431030,ZIRTEC 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Farmitalia S.r.l.,7 compresse,true,false
000000531,6955798877492,ZIRTEC 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,GSK S.p.A.,14 compresse,true,false
000000532,4243754025479,ZIRTEC 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,AstraZeneca S.p.A.,30 compresse,true,false
000000533,2842222310592,CETIRIZINA EG 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,GSK S.p.A.,7 compresse,true,false
000000534,5238055257826,CETIRIZINA EG 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Biogen Italia S.r.l.,14 compresse,true,false
000000535,0672752088546,CETIRIZINA EG 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Ibsa Farmaceutici Italia S.r.l.,30 compresse,true,false
000000536,9297517028141,CETIRIZINA TEVA 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Menarini Group,7 compresse,true,false
000000537,3751509398347,CETIRIZINA TEVA 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Abbvie S.r.l.,14 compresse,true,false
000000538,,CETIRIZINA TEVA 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Biogen Italia S.r.l.,30 compresse,true,false
000000539,1863759980561,CETIRIZINA SANDOZ 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Roche S.p.A.,7 compresse,true,false
000000540,6565045547810,CETIRIZINA SANDOZ 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Takeda Italia S.p.A.,14 compresse,true,false
000000541,7674266299121,CETIRIZINA SANDOZ 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Takeda Italia S.p.A.,30 compresse,true,false
000000542,8519610646284,CETIRIZINA MYLAN 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Alfasigma S.p.A.,7 compresse,true,false
000000543,2326487049478,CETIRIZINA MYLAN 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Amgen S.r.l.,14 compresse,true,false
000000544,3002447146270,CETIRIZINA MYLAN 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Servier Italia S.p.A.,30 compresse,true,false
000000545,,REACTINE 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Chiesi Farmaceutici S.p.A.,7 compresse,true,false
000000546,1959796471589,REACTINE 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Lilly Italia S.p.A.,14 compresse,true,false
000000547,,REACTINE 10 mg COMPRESSE,cetirizina cloridrato,compressa,10 mg,R06AE07,Recordati S.p.A.,30 compresse,true,false
000000548,0257252045659,AERIUS 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,EG S.p.A.,7 compresse,true,false
000000549,8183219285542,AERIUS 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Chiesi Farmaceutici S.p.A.,10 compresse,true,false
000000550,5189520284574,AERIUS 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Almirall S.p.A.,20 compresse,true,false
000000551,2132833898887,AERIUS 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Bayer S.p.A.,30 compresse,true,false
000000552,1120754527987,DESLORATADINA EG 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Sandoz S.p.A.,7 compresse,true,false
000000553,4013223423217,DESLORATADINA EG 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Pierre Fabre Italia S.p.A.,10 compresse,true,false
000000554,1107603108900,DESLORATADINA EG 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Ibsa Farmaceutici Italia S.r.l.,20 compresse,true,false
000000555,4014011939323,DESLORATADINA EG 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Zentiva Italia S.r.l.,30 compresse,true,false
000000556,,DESLORATADINA TEVA 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Roche S.p.A.,7 compresse,true,false
000000557,4955289389116,DESLORATADINA TEVA 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Janssen-Cilag S.p.A.,10 compresse,true,false
000000558,8334280138750,DESLORATADINA TEVA 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Janssen-Cilag S.p.A.,20 compresse,true,false
000000559,1256638361511,DESLORATADINA TEVA 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Alfasigma S.p.A.,30 compresse,true,false
000000560,2754801571648,NEOCLARITYN 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Alfasigma S.p.A.,7 compresse,true,false
000000561,4738646317522,NEOCLARITYN 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Angelini Pharma S.r.l.,10 compresse,true,false
000000562,7167811266919,NEOCLARITYN 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,AstraZeneca S.p.A.,20 compresse,true,false
000000563,3539613674997,NEOCLARITYN 5 mg COMPRESSE,desloratadina,compressa,5 mg,R06AX27,Chiesi Farmaceutici S.p.A.,30 compresse,true,false
000000564,6579678427111,CEBION 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Recordati S.p.A.,20 compresse,true,false
000000565,3201017026954,CEBION 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Roche S.p.A.,10 compresse,true,false
000000566,9118773477842,CEBION 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Biogen Italia S.r.l.,30 compresse,true,false
000000567,8800616756771,CEBION 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Teva Italia S.r.l.,20 compresse,true,false
000000568,,CEBION 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Amgen S.r.l.,10 compresse,true,false
000000569,4276246719785,CEBION 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Biogen Italia S.r.l.,30 compresse,true,false
000000570,7828064796959,CEBION 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Dompé Farmaceutici S.p.A.,20 compresse,true,false
000000571,0902559056166,CEBION 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Zentiva Italia S.r.l.,10 compresse,true,false
000000572,6503334911416,CEBION 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Sandoz S.p.A.,30 compresse,true,false
000000573,8507698640799,REDOXON 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Menarini Group,20 compresse,true,false
000000574,6965917135785,REDOXON 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Sandoz S.p.A.,10 compresse,true,false
000000575,4563718344041,REDOXON 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Lilly Italia S.p.A.,30 compresse,true,false
000000576,3919195419870,REDOXON 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Pierre Fabre Italia S.p.A.,20 compresse,true,false
000000577,1484685366498,REDOXON 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Pharmos S.p.A.,10 compresse,true,false
000000578,8208297374893,REDOXON 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Pierre Fabre Italia S.p.A.,30 compresse,true,false
000000579,0835723246653,REDOXON 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Pfizer Italia S.r.l.,20 compresse,true,false
000000580,6442493631233,REDOXON 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Menarini Group,10 compresse,true,false
000000581,4778660324205,REDOXON 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Recordati S.p.A.,30 compresse,true,false
000000582,4820700159411,VITAMINA C EG 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Almirall S.p.A.,20 compresse,true,false
000000583,1623198189846,VITAMINA C EG 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Fidia Farmaceutici S.p.A.,10 compresse,true,false
000000584,3915596363217,VITAMINA C EG 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,MSD Italia S.r.l.,30 compresse,true,false
000000585,4764907851580,VITAMINA C EG 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Pierre Fabre Italia S.p.A.,20 compresse,true,false
000000586,3425754090034,VITAMINA C EG 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Recordati S.p.A.,10 compresse,true,false
000000587,4518376064411,VITAMINA C EG 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Servier Italia S.p.A.,30 compresse,true,false
000000588,2756041776562,VITAMINA C EG 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Sanofi S.r.l.,20 compresse,true,false
000000589,4815698570027,VITAMINA C EG 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Neopharmed Gentili S.p.A.,10 compresse,true,false
000000590,2063459112388,VITAMINA C EG 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,GSK S.p.A.,30 compresse,true,false
000000591,6577242954315,VITAMINA C SANDOZ 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Almirall S.p.A.,20 compresse,true,false
000000592,6693008931731,VITAMINA C SANDOZ 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Recordati S.p.A.,10 compresse,true,false
000000593,2069694215297,VITAMINA C SANDOZ 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Bayer S.p.A.,30 compresse,true,false
000000594,,VITAMINA C SANDOZ 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Farmitalia S.r.l.,20 compresse,true,false
000000595,7713334476269,VITAMINA C SANDOZ 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Takeda Italia S.p.A.,10 compresse,true,false
000000596,4362620443978,VITAMINA C SANDOZ 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Servier Italia S.p.A.,30 compresse,true,false
000000597,7107256366942,VITAMINA C SANDOZ 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Pfizer Italia S.r.l.,20 compresse,true,false
000000598,0053759900480,VITAMINA C SANDOZ 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Astellas Pharma S.p.A.,10 compresse,true,false
000000599,6528092428754,VITAMINA C SANDOZ 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Alfasigma S.p.A.,30 compresse,true,false
000000600,5862415027455,VITAMINA C TEVA 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Pierre Fabre Italia S.p.A.,20 compresse,true,false
000000601,4948562572879,VITAMINA C TEVA 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,EG S.p.A.,10 compresse,true,false
000000602,0320742761701,VITAMINA C TEVA 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Neopharmed Gentili S.p.A.,30 compresse,true,false
000000603,8777121513420,VITAMINA C TEVA 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,AstraZeneca S.p.A.,20 compresse,true,false
000000604,4993908926137,VITAMINA C TEVA 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Fidia Farmaceutici S.p.A.,10 compresse,true,false
000000605,5041659152011,VITAMINA C TEVA 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Alfasigma S.p.A.,30 compresse,true,false
000000606,7749050975922,VITAMINA C TEVA 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Takeda Italia S.p.A.,20 compresse,true,false
000000607,4501896164235,VITAMINA C TEVA 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Viatris Italia S.r.l.,10 compresse,true,false
000000608,3266421476498,VITAMINA C TEVA 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,GSK S.p.A.,30 compresse,true,false
000000609,1583776749964,BION3 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Novartis Farma S.p.A.,20 compresse,true,false
000000610,5926610857320,BION3 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Fidia Farmaceutici S.p.A.,10 compresse,true,false
000000611,8147617422435,BION3 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Farmitalia S.r.l.,30 compresse,true,false
000000612,9081081866175,BION3 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Lilly Italia S.p.A.,20 compresse,true,false
000000613,5491801722607,BION3 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Novartis Farma S.p.A.,10 compresse,true,false
000000614,4597794523212,BION3 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Bristol-Myers Squibb S.r.l.,30 compresse,true,false
000000615,1680061027766,BION3 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Bristol-Myers Squibb S.r.l.,20 compresse,true,false
000000616,4995641220312,BION3 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Menarini Group,10 compresse,true,false
000000617,3037236831471,BION3 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Roche S.p.A.,30 compresse,true,false
000000618,0122777079338,PHARMAVIT C 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Dompé Farmaceutici S.p.A.,20 compresse,true,false
000000619,6050166799847,PHARMAVIT C 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Teva Italia S.r.l.,10 compresse,true,false
000000620,7899730806951,PHARMAVIT C 500 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,500 mg,A11GA01,Amgen S.r.l.,30 compresse,true,false
000000621,6717957602433,PHARMAVIT C 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Ibsa Farmaceutici Italia S.r.l.,20 compresse,true,false
000000622,3839597246655,PHARMAVIT C 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Ibsa Farmaceutici Italia S.r.l.,10 compresse,true,false
000000623,2934172232977,PHARMAVIT C 1000 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,1000 mg,A11GA01,Sanofi S.r.l.,30 compresse,true,false
000000624,7433800545229,PHARMAVIT C 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Pharmos S.p.A.,20 compresse,true,false
000000625,,PHARMAVIT C 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Pfizer Italia S.r.l.,10 compresse,true,false
000000626,1931837455086,PHARMAVIT C 200 mg COMPRESSE EFFERVESCENTI,acido ascorbico,compressa,200 mg,A11GA01,Chiesi Farmaceutici S.p.A.,30 compresse,true,false
000000627,8910771199181,IMODIUM 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Teva Italia S.r.l.,12 capsule,true,false
000000628,2135247871255,IMODIUM 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Sandoz S.p.A.,20 capsule,true,false
000000629,1376037548211,IMODIUM 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Chiesi Farmaceutici S.p.A.,8 capsule,true,false
000000630,6532863266674,LOPERAMIDE EG 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Farmitalia S.r.l.,12 capsule,true,false
000000631,5072081155622,LOPERAMIDE EG 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Pierre Fabre Italia S.p.A.,20 capsule,true,false
000000632,0290846684551,LOPERAMIDE EG 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Angelini Pharma S.r.l.,8 capsule,true,false
000000633,8926738997561,LOPERAMIDE TEVA 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Abbvie S.r.l.,12 capsule,true,false
000000634,1085628843184,LOPERAMIDE TEVA 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Amgen S.r.l.,20 capsule,true,false
000000635,5200894346818,LOPERAMIDE TEVA 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,EG S.p.A.,8 capsule,true,false
000000636,4851017490751,DISSENTEN 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Servier Italia S.p.A.,12 capsule,true,false
000000637,9989354492680,DISSENTEN 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Servier Italia S.p.A.,20 capsule,true,false
000000638,8935712661107,DISSENTEN 2 mg CAPSULE,loperamide cloridrato,capsula,2 mg,A07DA03,Pierre Fabre Italia S.p.A.,8 capsule,true,false
000000639,7371586988642,DULCOLAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Janssen-Cilag S.p.A.,30 compresse,true,false
000000640,6776228277282,DULCOLAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Farmitalia S.r.l.,20 compresse,true,false
000000641,3770285196114,DULCOLAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Aurobindo Pharma S.r.l.,10 compresse,true,false
000000642,0821545447026,BISACODILE EG 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Roche S.p.A.,30 compresse,true,false
000000643,6044327018519,BISACODILE EG 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Teva Italia S.r.l.,20 compresse,true,false
000000644,9497567922875,BISACODILE EG 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Neopharmed Gentili S.p.A.,10 compresse,true,false
000000645,2519966365804,BISACODILE TEVA 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Neopharmed Gentili S.p.A.,30 compresse,true,false
000000646,1209481813980,BISACODILE TEVA 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Lilly Italia S.p.A.,20 compresse,true,false
000000647,9837801820435,BISACODILE TEVA 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Servier Italia S.p.A.,10 compresse,true,false
000000648,9718956907052,AGELAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Pierre Fabre Italia S.p.A.,30 compresse,true,false
000000649,0856411182428,AGELAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,MSD Italia S.r.l.,20 compresse,true,false
000000650,1246209520041,AGELAX 5 mg COMPRESSE,bisacodile,compressa,5 mg,A06AB02,Mylan Italia S.r.l.,10 compresse,true,false
000000651,2654610339937,RINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Fidia Farmaceutici S.p.A.,10 ml spray,true,false
000000652,8614057861709,RINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Almirall S.p.A.,15 ml spray,true,false
000000653,0489138249671,RINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Novartis Farma S.p.A.,20 ml spray,true,false
000000654,8325823868708,RINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Angelini Pharma S.r.l.,10 ml spray,true,false
000000655,9420074946539,RINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Janssen-Cilag S.p.A.,15 ml spray,true,false
000000656,4028914161286,RINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Chiesi Farmaceutici S.p.A.,20 ml spray,true,false
000000657,3985547435539,VICKS SINEX 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Alfasigma S.p.A.,10 ml spray,true,false
000000658,5020970026874,VICKS SINEX 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Viatris Italia S.r.l.,15 ml spray,true,false
000000659,1807156956200,VICKS SINEX 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Bayer S.p.A.,20 ml spray,true,false
000000660,3703045319430,VICKS SINEX 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Boehringer Ingelheim Italia S.p.A.,10 ml spray,true,false
000000661,5047930361493,VICKS SINEX 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Pharmos S.p.A.,15 ml spray,true,false
000000662,8399921921245,VICKS SINEX 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Lilly Italia S.p.A.,20 ml spray,true,false
000000663,8430894870601,XILOMETAZOLINA EG 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Bracco S.p.A.,10 ml spray,true,false
000000664,6418775803049,XILOMETAZOLINA EG 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Almirall S.p.A.,15 ml spray,true,false
000000665,5063519036132,XILOMETAZOLINA EG 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Abbvie S.r.l.,20 ml spray,true,false
000000666,4110760954317,XILOMETAZOLINA EG 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Ibsa Farmaceutici Italia S.r.l.,10 ml spray,true,false
000000667,5058319971790,XILOMETAZOLINA EG 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Bayer S.p.A.,15 ml spray,true,false
000000668,0065120704962,XILOMETAZOLINA EG 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Pfizer Italia S.r.l.,20 ml spray,true,false
000000669,0804661963991,OTRIVIN 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Angelini Pharma S.r.l.,10 ml spray,true,false
000000670,7699150785931,OTRIVIN 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Sanofi S.r.l.,15 ml spray,true,false
000000671,9193928456798,OTRIVIN 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Neopharmed Gentili S.p.A.,20 ml spray,true,false
000000672,2002496854981,OTRIVIN 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Roche S.p.A.,10 ml spray,true,false
000000673,4954508920383,OTRIVIN 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Amgen S.r.l.,15 ml spray,true,false
000000674,6533315377955,OTRIVIN 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Janssen-Cilag S.p.A.,20 ml spray,true,false
000000675,5946521707309,NEORINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Boehringer Ingelheim Italia S.p.A.,10 ml spray,true,false
000000676,7933756362050,NEORINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Angelini Pharma S.r.l.,15 ml spray,true,false
000000677,0812473950030,NEORINAZINA 0.1% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.1%,R01AA07,Abbvie S.r.l.,20 ml spray,true,false
000000678,3425832302417,NEORINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Menarini Group,10 ml spray,true,false
000000679,2615347355287,NEORINAZINA 0.05% SPRAY NASALE,xilometazolina cloridrato,spray nasale,0.05%,R01AA07,Astellas Pharma S.p.A.,15 ml spray,true,false
